id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q85,codeqa,How,def check composed tensor operations first function name first function args second function name second function args input shape val np random random input shape - 0 5 xth KTH variable val xtf KTF variable val yth getattr KTH first function name xth **first function args ytf getattr KTF first function name xtf **first function args zth KTH eval getattr KTH second function name yth **second function args ztf KTF eval getattr KTF second function name ytf **second function args assert zth shape ztf shape assert allclose zth ztf atol 1e- 05,How does the code create a random tensor t0 ?,with shape input_shape,tf,3,2,4,5
q86,codeqa,How,def resource data get all context resource id data None if data is None data context session query models Resource Data filter by resource id resource id all if not data raise exception Not Found 'noresourcedatafound' ret {}for res in data if res redact ret[res key] crypt decrypt res decrypt method res value else ret[res key] res valuereturn ret,How does the code look resource_data ?,by resource,Answer: it returns the decrypted resource data,4,4,4,5
q87,codeqa,How,def test system numerics complex print 'TODO',How should this be tested here ?,minimally,It should be tested for a syntax error.,3,3,4,5
q88,codeqa,How,def self test params dict zip sys argv[ 1 2] sys argv[ 2 2] if not params print ' Usage %s NAMEURI[NAMEURI ]' % sys argv[ 0 ] print ' Example %smy-zmq-streamtcp //localhost 8006 ' % sys argv[ 0 ] sys exit 1 descriptors metric init params while 1 for descriptor in descriptors name descriptor['name']call back descriptor['call back']logging info '%s %s' name call back name time sleep 5,How does the code perform ?,self - test,It prints usage information and exits.,3,3,3,4
q89,codeqa,How,def get Loop Without Close Sequential Points close loop if len loop < 2 return looplast Point loop[ -1 ]loop Without Close Sequential Points []for point in loop if abs point - last Point > close loop Without Close Sequential Points append point last Point pointreturn loop Without Close Sequential Points,How does the code get loop ?,without close sequential points,It gets the last point in the loop.,3,4,4,5
q90,codeqa,How,def redact string return global redaction engine redact string,How does the code redact a string ?,using the global redaction engine,It redacts the string using a global redaction engine.,4,5,4,5
q91,codeqa,How,def generate jwt now int time time header json json dumps {'typ' 'JWT' 'alg' 'RS 256 '} payload json json dumps {'iat' now 'exp' now + 3600 'iss' DEFAULT SERVICE ACCOUNT 'sub' DEFAULT SERVICE ACCOUNT 'aud' 'echo endpoints sample google com' 'email' DEFAULT SERVICE ACCOUNT} header And Payload '{} {}' format base 64 urlsafe b64 encode header json base 64 urlsafe b64 encode payload json key name signature app identity sign blob header And Payload signed jwt '{} {}' format header And Payload base 64 urlsafe b64 encode signature return signed jwt,How does the code generate a signed json web token ?,using the google app engine default service account,It generates a signed JSON Web Token (JWT).,4,5,4,5
q92,codeqa,How,def get Geometry Output By Loop element Node side Loop side Loop rotate element Node return get Geometry Output By Manipulation element Node side Loop,How does the code get geometry output ?,by side loop,It does not.,3,2,3,3
q93,codeqa,How,def get Geometry Output By Loop side Loop xml Element side Loop rotate xml Element return get Geometry Output By Manipulation side Loop xml Element,How does the code get geometry output ?,by side loop,It does not specify how the geometry output is obtained.,3,2,3,4
q94,codeqa,How,def monitor import alphabetical physical line line number lines split line import normalize physical line strip lower split split previous import normalize lines[ line number - 2 ] strip lower split length [2 4]if len split line in length and len split previous in length and split line[ 0 ] 'import' and split previous[ 0 ] 'import' if split line[ 1 ] < split previous[ 1 ] return 0 'ENERGYN 306 importsnotinalphabeticalorder %s %s ' % split previous[ 1 ] split line[ 1 ],How do for imports check ?,in alphabetical order,in alphabetical order,5,5,5,5
q95,codeqa,How,def fixed ips by virtual interface context vif id return IMPL fixed ips by virtual interface context vif id,How does the code get fixed ips if none exist ?,by virtual interface,It does not exist.,3,2,3,4
q96,codeqa,How,def revoke cert project id file name start os getcwd os chdir ca folder project id utils execute 'openssl' 'ca' '-config' ' /openssl cnf' '-revoke' file name utils execute 'openssl' 'ca' '-gencrl' '-config' ' /openssl cnf' '-out' CONF crl file os chdir start,How does the code revoke a cert ?,by file name,It renews a certificate.,2,2,3,3
q97,codeqa,How,def status name sig None proxy fn 'rest sample service status'resp proxy [proxy fn] name if resp['comment'] 'stopped' return Falseif resp['comment'] 'running' return True,How does the code return the status for a service ?,via rest_sample,True,3,3,4,5
q98,codeqa,How,def Find Performance Attributes By Name instance Name object None counter None format win 32 pdh PDH FMT LONG machine None b Refresh 0 if object is None object find pdh counter localized name ' Process' machine if counter is None counter find pdh counter localized name 'ID Process' machine if b Refresh win 32 pdh Enum Objects None machine 0 1 instance Name string lower instance Name items instances win 32 pdh Enum Object Items None None object -1 instance dict {}for instance in instances try instance dict[instance] instance dict[instance] + 1 except Key Error instance dict[instance] 0ret []for instance max instances in instance dict items for inum in xrange max instances + 1 if string lower instance instance Name ret append Get Performance Attributes object counter instance inum format machine return ret,How does the code find peformance attributes ?,by instance name,"It finds performance attributes by iterating over the instances, checking if the instance is a PDH object, and if so, it checks if the 'Name' key exists in the instance dictionary, and if it does, it appends the value to the result list.",4,4,4,5
q99,codeqa,How,"def query yes no question default 'yes' valid {'yes' 'yes' 'y' 'yes' 'ye' 'yes' 'no' 'no' 'n' 'no'}if default None prompt '[y/n]'elif default 'yes' prompt '[Y/n]'elif default 'no' prompt '[y/N]'else raise Value Error ""invaliddefaultanswer '%s'"" % default while 1 sys stdout write question + prompt choice raw input lower if default is not None and choice '' return defaultelif choice in valid keys return valid[choice]else sys stdout write "" Pleaserespondwith'yes'or'no' or'y'or'n' \n""",How does the code ask a yes / no question ?,via raw_input ( ),It asks a yes/no question.,3,4,4,5
q100,codeqa,How,"def query yes no question default u'yes' valid {u'yes' u'yes' u'y' u'yes' u'ye' u'yes' u'no' u'no' u'n' u'no'}prompt { None u'[y/n]' u'yes' u'[Y/n]' u'no' u'[y/N]'} get default None if not prompt raise Value Error u""invaliddefaultanswer '%s'"" % default while 1 sys stdout write colorize question colors PROMPT + prompt choice raw input lower if default and not choice return defaultelif choice in valid return valid[choice]else print Failure u"" Pleaserespondwith'yes'or'no' or'y'or'n' \n""",How does the code ask a yes / no question ?,via raw_input ( ),It asks a yes/no question.,3,4,4,5
